Gene Symbol,pTS
TENM4,0.75737
WDTC1,0.98123
GATA6,0.46329
COL6A1,0.72857
PNPLA6,0.98114
FUBP1,0.96348
SOX9,0.28184
GNAQ,0.96069
KIAA1429,0.8987
RBM39,0.98009
AP1G1,0.98102
CAPRIN1,0.85469
PSMA2,0.981
GNAL,0.98096
ATF7IP,0.90367
ZC3H7A,0.82961
KIAA0195,0.98091
ERBB4,0.65624
PAF1,0.9809
RELN,0.98056
DYNC1LI2,0.98087
DLGAP3,0.98075
ANK1,0.9663
ZNF516,0.57474
RPS7,0.36425
CAPZA2,0.76925
MDM2,0.92592
ILKAP,0.98059
NCOA6,0.52278
ASAP2,0.38842
DDR2,0.9436
SP3,0.6897
RPS11,0.97992
SOS2,0.93083
CCT8,0.87819
AHNAK2,0.98045
NTNG2,0.98044
TET1,0.84617
STT3A,0.98044
PIK3R2,0.98044
RC3H2,0.88408
RSPRY1,0.98033
CELSR2,0.96681
DCAF7,0.98026
NMT1,0.98025
ELF2,0.77423
CSNK2A1,0.9726
SEC24B,0.81704
AHDC1,0.9802
HERC4,0.98019
CMTR1,0.98019
EPC2,0.92126
HSPH1,0.51358
TFAP2C,0.78541
WWTR1,0.37498
FNIP1,0.91918
ACVR1B,0.9801
AMBRA1,0.79816
CSDE1,0.95767
RAI14,0.40326
NAA35,0.96848
SMAD1,0.81107
ILF3,0.95145
PAPD7,0.9637
SLC4A7,0.61647
QKI,0.67491
RER1,0.97997
WASL,0.74276
LYPLA2,0.97986
HSP90AA1,0.75545
SLMAP,0.64708
NCSTN,0.97982
TEAD3,0.97981
NFYA,0.97978
AQR,0.89294
MORC2,0.92217
PAPD5,0.97181
EIF3I,0.97969
COPG1,0.97969
NFKBIZ,0.52189
HPCAL1,0.97964
GPHN,0.97449
CHUK,0.97959
USP33,0.9282
FRYL,0.83631
FNDC4,0.97953
MDGA1,0.97952
BCL3,0.97952
RPL14,0.50116
AP3B2,0.97949
ETV6,0.61911
PRICKLE1,0.74186
HDAC4,0.9794
GRB2,0.97938
SRGAP3,0.89901
TSC22D1,0.37028
DLG1,0.79315
MTMR12,0.67867
TSC1,0.95779
FAM171A1,0.54203
ZMIZ2,0.97924
SRRM1,0.91728
MLLT6,0.97921
SLC44A1,0.80839
ASTN1,0.9792
MYC,0.24293
CSNK1G3,0.93942
DEF6,0.97916
GRIN2A,0.86313
PTEN,0.97905
TLK1,0.97904
ZNF592,0.57151
ERG,0.6662
TTC17,0.80307
ATXN2,0.95762
ZRANB1,0.83785
PAXBP1,0.9789
SEC62,0.83496
WNT5A,0.63341
TOPBP1,0.85416
TUBB3,0.9788
HCN1,0.66108
RASIP1,0.97874
HMGB1,0.97874
KDELR1,0.97871
CDH8,0.37298
TRAF4,0.97866
CXXC1,0.97864
UBE2D3,0.97864
NEDD8,0.97864
LRP12,0.81276
TMEM57,0.96455
XRCC6,0.9786
MED1,0.91893
MAGI1,0.52044
CCNT2,0.79573
PCNA,0.97853
PITPNM2,0.97319
WASF1,0.97786
PRKCA,0.97849
IQGAP1,0.75897
RIC8B,0.83546
SPOP,0.97841
CNTNAP1,0.9784
BACH2,0.86257
MAP3K5,0.94937
SPAST,0.8568
SRRT,0.97835
C11orf30,0.91086
CHD5,0.97834
USP37,0.97829
TBX5,0.38569
MYH14,0.97827
PHF12,0.97822
PABPC4,0.96529
PTPN11,0.97803
TRIM9,0.97816
TFAP2D,0.61549
DOLPP1,0.97811
NXN,0.83176
ESCO1,0.71201
PSMA5,0.97809
ZRANB2,0.85999
ABCF2,0.97802
SRGAP1,0.61619
FOXJ3,0.84487
PDGFRB,0.97488
HECTD2,0.9579
EVI5L,0.97792
EIF3D,0.97792
TTN,0.77936
WBP11,0.96929
EXOC8,0.9778
FBXL17,0.84993
ELOVL1,0.97779
SEMA4C,0.97779
USP49,0.97778
DOCK3,0.95137
EPB41L2,0.59492
BAP1,0.97776
ANKRD13C,0.89596
EIF4ENIF1,0.94536
DHX8,0.97769
ATXN7L1,0.83855
ZFYVE9,0.92245
MAP2K4,0.93507
ACTC1,0.97755
RSF1,0.82566
COPB2,0.96449
ATAD5,0.93842
MAPK1,0.97745
RABEP1,0.95068
PANK4,0.97744
ZCCHC2,0.52338
BTBD11,0.944
TCTEX1D4,0.97743
PSMA7,0.97741
GTF2A1,0.66819
USP25,0.56978
IP6K2,0.97739
CBX4,0.86862
ERF,0.97738
ELOVL5,0.92349
G3BP2,0.94308
ZBTB7A,0.97727
AFTPH,0.60422
HECTD3,0.97725
CEP170B,0.86397
KAT2B,0.84152
L3MBTL3,0.88581
KIT,0.76218
CDK6,0.94034
GABPB1,0.97714
MAP2,0.66186
RARB,0.93722
ATP6V0D1,0.97709
FOSL2,0.85236
C16orf70,0.97705
YAP1,0.3173
NRF1,0.97701
ERBB2,0.97692
PRDM1,0.89317
NUP107,0.97686
CCT3,0.97683
RBM17,0.97485
SEMA3F,0.97678
KAT5,0.97678
NR1H3,0.97676
KCNN2,0.8448
TAF5,0.97675
CHPF,0.97674
CUL5,0.95998
LEMD3,0.53956
PPP1R37,0.97667
NTN4,0.61892
ZMYM2,0.75322
PCDH1,0.8774
CACNG8,0.97655
PHC1,0.84956
MKLN1,0.91162
AGPS,0.96663
ZBTB2,0.82985
SRP54,0.97648
GTF2H1,0.97643
RNF2,0.9764
SCAF1,0.97639
UBE2L3,0.97635
CTDSP2,0.97635
FNIP2,0.6463
FGR,0.97632
INF2,0.97628
THRB,0.57548
FAF1,0.93396
MYO9A,0.92773
RUNX1T1,0.90042
RPL7,0.54738
DAAM2,0.676
TSC2,0.96586
FAM49B,0.94876
CPE,0.79169
THBS1,0.93768
TM9SF3,0.96535
ARHGAP44,0.89801
BRD8,0.97591
ANP32A,0.97045
RC3H1,0.95273
RPRD2,0.94175
DDX42,0.79674
ACAP3,0.97587
ARMC8,0.97585
RBL2,0.77515
YWHAQ,0.90479
LRRC8B,0.83523
ADAM17,0.92709
SPRED1,0.60063
CDK19,0.97579
DBN1,0.92017
LIMCH1,0.73218
IRX3,0.44595
AMPD2,0.97571
SRC,0.95288
PPP1R16B,0.97562
RDH10,0.94424
CNBP,0.97542
PPP6R3,0.94944
SLC22A23,0.7714
MAP3K11,0.97534
STMN2,0.97533
NAIF1,0.97532
AP1M1,0.97531
OLFM1,0.97236
KMT2B,0.9753
PPP1R8,0.97527
CREBRF,0.90555
MAPRE3,0.97525
CDC5L,0.92884
PAN3,0.9223
HNRNPD,0.74881
PPM1A,0.89158
KIAA1109,0.97513
RFWD2,0.70545
MED15,0.9054
PPP4R1,0.72867
INO80D,0.88916
TTBK1,0.97505
TREX1,0.97505
ETNK1,0.60189
CDK2,0.975
ZNF423,0.67912
PATL1,0.97498
ANKIB1,0.92805
STK25,0.97495
RAB8A,0.97492
ZNF687,0.97492
RBM20,0.43338
AP1B1,0.91936
REPS1,0.95888
ZFPM2,0.58536
HIVEP3,0.94351
CDC40,0.97483
ZYG11B,0.97479
NISCH,0.97474
TBCEL,0.90447
ADAM23,0.94348
ARHGEF17,0.7841
LUC7L3,0.97466
RRAS2,0.89772
KIF23,0.87796
TAB2,0.74755
MTSS1L,0.97461
VPRBP,0.97461
LATS1,0.816
ATP6V1B2,0.8732
ZDHHC17,0.94039
MSL2,0.97454
SLC8A1,0.48428
RORA,0.89414
AJUBA,0.97449
EPB41L4B,0.80007
CDK5R1,0.97446
PDE4D,0.80683
IGFBP5,0.79967
ZBTB47,0.78509
SCFD1,0.89682
LEPR,0.73451
SRCIN1,0.97429
TTC7B,0.72517
SRSF11,0.9558
YTHDF3,0.70893
PDZD8,0.4256
HP1BP3,0.9435
RBM42,0.97413
PPP4R2,0.46798
HSPA4,0.97291
SMAD5,0.94019
PITPNA,0.97403
MTF2,0.96631
TPM3,0.97398
EIF3G,0.97398
GLTSCR1L,0.96528
ALDOC,0.97393
EIF2S1,0.97392
YTHDC2,0.52543
LDB2,0.97386
KCNC1,0.97386
MAPK8IP2,0.86168
NRXN1,0.48848
SF1,0.93787
SFSWAP,0.95908
HERC3,0.97368
ATXN2L,0.93938
SLC1A3,0.95891
ATG2A,0.97359
TNFSF13,0.97354
HSF2,0.8583
PMP22,0.17385
ZNF800,0.26601
MAFG,0.97352
IRF9,0.97348
ABR,0.97344
MYB,0.83435
ADIPOR1,0.97341
SLC40A1,0.45663
RCOR1,0.86981
BCL6,0.95304
TMEM63C,0.97333
APOE,0.97326
NUFIP2,0.62911
KRT5,0.97326
NAMPT,0.91468
TMEM115,0.97316
LCAT,0.97315
HSPA9,0.82086
ASXL2,0.45048
PITPNM1,0.97304
DAPK1,0.46924
EPS8,0.30398
ZBED6,0.97301
KLF9,0.94478
RPL7A,0.51752
SEMA6D,0.32024
MED23,0.97298
CDH6,0.64714
USP8,0.63504
ZBTB10,0.79802
RPL13,0.39463
CACNA1B,0.95985
MYT1,0.96733
MKRN1,0.73296
HIRA,0.97279
IQSEC1,0.86461
CDC73,0.97263
VPS54,0.74953
ANKRD50,0.21094
HELLS,0.94214
SBF1,0.97272
ARIH2,0.97271
MDM4,0.86545
PTGS2,0.63022
WDR33,0.94891
BMI1,0.88888
AFF3,0.79231
ADAM11,0.97259
ATN1,0.95901
SPTBN2,0.97251
PIK3CB,0.90938
COLEC12,0.19603
AGAP2,0.97247
RHEB,0.90221
THRAP3,0.93421
PPP2R5A,0.97245
GNAS,0.82989
FBXO21,0.97242
KCNIP2,0.97237
BAZ2A,0.97235
CALM1,0.97234
NF2,0.9367
EIF5,0.88262
RP11-1055B8.7,0.95778
ACTR2,0.96464
AZIN1,0.95865
REL,0.76966
RASGEF1B,0.64965
RUNX1,0.74358
ABLIM1,0.93575
AP1G2,0.97197
UVRAG,0.73592
SPTB,0.89037
NEK7,0.78274
MEX3C,0.71164
NPAS3,0.92456
RBM47,0.73738
SALL4,0.44341
FMNL1,0.97187
EPHB2,0.88585
FGF14,0.97184
XRN1,0.77816
TNFAIP3,0.40774
PGP,0.97174
DUSP10,0.62656
APPBP2,0.96153
MALT1,0.74869
RAPGEF6,0.79121
RASGRP1,0.93513
XRN2,0.86173
FGD5,0.34116
RPS14,0.97138
SMARCC1,0.95012
HLF,0.85374
ZBTB18,0.97132
IVNS1ABP,0.96364
TUBB4B,0.97128
EMP1,0.26267
FADS1,0.97116
NMNAT2,0.97112
ZFP36L1,0.38165
PTK7,0.97111
ASXL3,0.30734
PAFAH1B2,0.96805
PPP1R13B,0.76337
RPSA,0.72525
ITCH,0.93983
GNAO1,0.97103
HGF,0.80546
HSPD1,0.9521
LNPEP,0.71612
C20orf112,0.97088
LRFN1,0.97088
KIAA1239,0.64648
PSMD3,0.97087
ZFP91,0.95985
LRRC16B,0.97074
EIF1,0.69432
SS18,0.68871
CRIM1,0.37437
PMEPA1,0.45744
NRAS,0.97051
ERP44,0.96421
RNF111,0.48593
HK1,0.9704
MEGF9,0.73998
ZNFX1,0.79823
PTPN14,0.36352
GPR125,0.30476
MLEC,0.97037
SNW1,0.97035
ZNF618,0.86917
POLR1B,0.97028
ARHGAP26,0.80583
RAB5C,0.97023
SLC39A10,0.67796
STRN3,0.82063
ESR1,0.92865
ADAMTS1,0.31003
CACUL1,0.37396
ATXN7L2,0.97001
EDNRA,0.89301
PAPPA,0.84578
TGFBR1,0.97
HOOK3,0.89339
FOXP4,0.8748
MEX3A,0.96991
NRIP1,0.38078
PACS2,0.91117
CDK8,0.9699
RAB2A,0.95452
MARK1,0.91677
SPEG,0.94317
DNM1L,0.96971
ARHGAP29,0.70924
BZRAP1,0.96966
TMEM88,0.96966
DLC1,0.12513
INPP4A,0.96963
RAVER1,0.96962
SUV420H2,0.96958
C7orf43,0.96958
FBXO32,0.54568
TET3,0.71178
AMMECR1L,0.9695
STIM1,0.93206
NPAS2,0.78898
ARAP1,0.96945
CRTC2,0.96944
MAPK8IP1,0.8846
PSMC5,0.96943
SRF,0.96941
DDX19A,0.96932
ZIC1,0.96925
LARGE,0.69163
CYTH1,0.9621
GRHL3,0.96913
FRS2,0.74562
RPS2,0.95469
C3,0.88378
LATS2,0.3947
FCHO2,0.72903
PPFIA1,0.76249
STAM,0.45891
ASF1A,0.89807
GABPA,0.9349
HNRNPC,0.96903
ARF5,0.96901
SERBP1,0.84781
UBE2R2,0.96898
CYTH2,0.96896
SENP5,0.59243
PPARD,0.94371
FBXO41,0.96881
DUSP6,0.28043
SRSF2,0.69275
ITPKB,0.69272
ARNT,0.96863
KHDRBS1,0.94406
IREB2,0.90185
CD68,0.96853
FAM193A,0.69228
TXNIP,0.20112
RAB10,0.96848
RUVBL1,0.96846
STOML2,0.96843
TRAF6,0.74887
POU2F2,0.9683
C19orf68,0.9683
ALCAM,0.67111
ADD1,0.8885
CTPS1,0.96826
ATP5B,0.96823
SEC24C,0.96433
ELMO1,0.96816
HDAC1,0.96814
IRS2,0.6361
RGL1,0.88925
LSM12,0.96806
WNT3,0.96804
USP3,0.92315
TCF12,0.65559
RPLP0,0.81622
KCND3,0.968
RPS9,0.94962
ATP1B1,0.96799
MAN1A2,0.94795
TARBP2,0.96796
PPFIA2,0.95177
RPL4,0.57584
NBEAL2,0.96791
EPHB3,0.79693
PRELID1,0.96788
AMD1,0.92345
NELFB,0.96779
ATP5A1,0.96778
SNRK,0.83903
N4BP1,0.54366
KDM6B,0.96766
PRKCD,0.96763
PPP1CC,0.89768
PKN2,0.79329
IRF4,0.55119
SEZ6,0.96747
STAT6,0.96747
B4GALT5,0.92896
KLC1,0.9674
CDC25B,0.96739
RALA,0.94511
RNF144A,0.77971
PIK3C2B,0.93537
ZC3H4,0.80255
RIF1,0.60349
VIM,0.37459
POLDIP2,0.96704
NCLN,0.96704
MGEA5,0.96219
NOS3,0.96701
SLC4A10,0.967
SMURF2,0.95018
PRIM1,0.96686
RPS15A,0.96684
DEDD,0.96682
CDC27,0.95239
STIP1,0.96675
LCK,0.96675
FAM135B,0.19148
NRG1,0.2743
TBKBP1,0.96667
CYP46A1,0.96667
MAP3K13,0.92632
CUX2,0.96459
GON4L,0.95647
SMAD4,0.8833
SETD1A,0.96656
SKIV2L2,0.96656
MAML1,0.60843
TSHZ1,0.86842
ARPC2,0.96652
RASSF8,0.39365
ZDHHC5,0.91453
LLGL1,0.96645
SCAMP5,0.96643
TM7SF2,0.96641
NR3C2,0.59031
EVL,0.80188
SOBP,0.47721
HDGFRP2,0.9663
SESTD1,0.72489
SIDT2,0.96614
OXR1,0.50753
STRAP,0.83661
GMPS,0.89507
NCOA3,0.76605
NELFCD,0.96596
REV1,0.90788
RPL10A,0.85076
AGAP1,0.64784
BRINP2,0.73325
PINLYP,0.96587
PPP2R2C,0.96584
KCNA4,0.46876
PCIF1,0.96582
MBD1,0.96581
COG3,0.86316
KDM3A,0.72912
NCL,0.75422
DCAF11,0.96568
RAPGEF4,0.93975
AGO4,0.9599
KIF11,0.9231
PIP5K1C,0.96552
KPNA3,0.9655
MAP3K8,0.55768
GABRA1,0.96548
SCD,0.94278
FBXL3,0.67728
KIRREL,0.64544
ATXN7,0.47929
CBLL1,0.78241
PLXNB1,0.96531
ELAVL2,0.40215
ZBTB17,0.9652
TSPAN5,0.96519
NIPSNAP1,0.96519
LCORL,0.84341
DPYSL5,0.96509
BBX,0.77504
PLK1,0.96508
PTK2B,0.96502
CBX1,0.96498
EGFR,0.27143
SNAP91,0.88868
NUMA1,0.85596
UBXN7,0.90857
WDR82,0.96487
UBE2H,0.96487
DYNC1LI1,0.6856
RPL13A,0.89559
KLHL29,0.9364
PPRC1,0.84301
ADCY1,0.96467
MPP6,0.96466
RYK,0.56416
NRBP2,0.96466
ANP32E,0.96465
SFMBT1,0.96464
KIF21A,0.9646
AHCYL2,0.9442
STUB1,0.96454
TESK1,0.96453
ACTR3,0.96453
ARRB2,0.96451
GLS2,0.9645
KIF21B,0.96446
HSPA12A,0.83416
CBX8,0.71372
LRP2,0.57791
TARDBP,0.9644
H2AFY2,0.96436
PRKAR2B,0.80793
RASGEF1A,0.96432
MOV10,0.96428
HSP90AB1,0.90573
LIN54,0.95662
ADIPOR2,0.66909
CALR,0.80301
ZNRF3,0.74787
ARF3,0.96401
KIF3C,0.68815
DAB1,0.84832
SOX13,0.95918
IRF2BP2,0.22955
DNM3,0.9638
CLIP1,0.44349
FN1,0.78717
CLSTN3,0.96373
RAB6A,0.96373
SLC20A2,0.89901
TBX2,0.72015
ASUN,0.95831
LGI1,0.96368
PLK2,0.90928
DENND1A,0.70985
INTS10,0.60072
DHX38,0.96355
CABP1,0.96352
CADM1,0.92307
PTPRC,0.39562
NOTCH3,0.94861
SRSF4,0.83796
DHX29,0.96347
DCHS1,0.8618
DSCAM,0.48978
ZFAND5,0.53638
KIAA0319L,0.96331
FIGN,0.33915
CHORDC1,0.55371
NUS1,0.63107
NOS1,0.80853
PTOV1,0.96309
DGCR8,0.96309
WDR24,0.96307
ADCY2,0.85887
MAMSTR,0.96301
AXIN2,0.73477
TCF20,0.30824
GLS,0.77434
FSTL1,0.38033
SKP2,0.93982
NAPA,0.96273
GIGYF2,0.94563
PRKAG2,0.92374
RAF1,0.84662
HMGN2,0.6318
SLITRK1,0.32459
PLXNA2,0.82007
MARK4,0.96256
RPL24,0.673
RRP9,0.96254
SMG5,0.9625
FPGS,0.96248
CDK12,0.93581
FNBP1L,0.96244
IWS1,0.84228
VCPIP1,0.9397
COPS3,0.96239
DCC,0.41727
CCAR2,0.96227
DLGAP1,0.83608
PCDH7,0.22278
WIZ,0.96217
PAPOLG,0.63251
DNAJA2,0.75605
NRXN3,0.77623
YBX1,0.889
CACNB3,0.96209
ADNP2,0.19675
EIF4A3,0.96206
CASKIN2,0.89954
BRINP1,0.56307
KCNC3,0.96203
NTN1,0.67706
DCUN1D3,0.85637
DNAJC14,0.86812
SART3,0.77979
SNRPA1,0.60434
ATG16L1,0.96186
PLRG1,0.96185
DMAP1,0.96179
ACVR2B,0.96176
CDKN2AIP,0.20984
TCP1,0.82073
CNTN2,0.96161
UGCG,0.96157
PSMA6,0.96154
DDHD1,0.70878
PTPN2,0.80138
SENP2,0.70828
MTPAP,0.46917
ASTN2,0.45191
MLST8,0.96142
PHB2,0.9614
PCSK2,0.93857
JAK2,0.49738
MSI1,0.95942
ARPC1A,0.96133
TRAF2,0.96129
ROR1,0.47015
KIF2A,0.9351
MICAL3,0.74979
RPS5,0.96125
PTP4A2,0.96121
APLP1,0.96119
PSMB1,0.32612
FNDC3A,0.64809
SETX,0.36873
APBB1,0.87324
DLK2,0.96112
NPTN,0.9562
FZD5,0.90655
TAOK2,0.96108
EIF2B4,0.96103
ELAVL4,0.96091
RP11-762I7.5,0.96088
UBE4A,0.96087
SYK,0.51336
ATP8B2,0.96071
SREK1,0.81935
CDC16,0.37279
JAKMIP1,0.92242
XYLT1,0.26849
DCTN1,0.96056
PI4KA,0.96054
RPS13,0.50578
RAB1B,0.96046
SWT1,0.36871
ADAMTS2,0.6473
SMARCD2,0.96041
PAX6,0.96034
TRAM1,0.90696
WASF2,0.90062
KIF26B,0.61594
FAT3,0.39844
STX1A,0.96022
ROBO2,0.48517
AGTPBP1,0.67847
MRGBP,0.9601
AKAP13,0.23815
HNRNPH3,0.96007
SPOCK2,0.96006
RFC1,0.70586
CCSER2,0.33077
RCE1,0.95998
ALYREF,0.95994
RPS25,0.79676
ASB7,0.90482
ZNF710,0.9599
TRPC1,0.9599
MAK16,0.68365
LIMK1,0.95987
HELZ2,0.95985
POGK,0.95978
HECW1,0.90569
GABRB2,0.95974
PPP2R5E,0.88154
FAM219A,0.95967
FAM98A,0.38366
SPARC,0.95371
BICD2,0.85043
CDK9,0.95937
TECR,0.95935
STK11,0.95934
ATP8A1,0.91805
RNF165,0.95927
VDAC3,0.77418
APP,0.66575
VSIG10L,0.95911
PLXNA1,0.72214
ADAMTS4,0.95911
DYNLL2,0.95905
TRIB1,0.86068
ELAVL3,0.95897
H2AFY,0.95891
MTF1,0.93283
GYS1,0.95887
TSC22D2,0.41914
VDAC2,0.68743
CLSTN1,0.88494
NBR1,0.95875
POU2F1,0.94316
OTUB1,0.9587
KAZN,0.95866
CSNK1D,0.95858
SENP1,0.95853
RAB30,0.85255
PAIP1,0.57213
RBX1,0.95852
KLF3,0.95849
GRID2,0.72527
FLOT2,0.95848
CCNE1,0.70977
SOX15,0.95843
COL27A1,0.91571
UBE2B,0.95835
SESN3,0.95825
FBLN5,0.77474
SFN,0.95823
TUBA4A,0.95816
PSMD14,0.95809
GIT2,0.94998
ELOVL6,0.95801
KSR2,0.92641
KIAA0430,0.64469
DLL4,0.88186
TFAP2B,0.48391
ATF2,0.92235
DMTF1,0.69691
FLNC,0.86064
BCR,0.73551
EHD1,0.95769
RPL30,0.9549
GDI2,0.91817
LRRC41,0.95765
ZC3H15,0.81693
SNED1,0.95761
CDK2AP2,0.95757
MAP3K6,0.95755
NFE2L1,0.94868
FAM155A,0.25017
CNN3,0.85596
ATRNL1,0.6917
NDST1,0.94917
BMP1,0.95735
LRRC4C,0.66056
NASP,0.44953
RNF123,0.95724
ST7,0.95722
IKBKE,0.95711
CRK,0.89139
TFAP4,0.95706
ARRB1,0.94609
KCNQ2,0.95694
PITPNM3,0.95692
SYT1,0.95691
DNAJC6,0.50053
SGTA,0.95679
GATSL3,0.95677
WDR20,0.41513
MGAT5,0.90784
SCAMP1,0.95671
FLT4,0.88619
NDRG2,0.95664
EHBP1,0.7975
LMTK2,0.49892
FBXW2,0.82652
DNAJB11,0.9564
ANGPT1,0.48798
TWF2,0.95634
SSH2,0.68478
PAK2,0.7701
LEF1,0.87131
C17orf85,0.9001
EBF2,0.83923
ING4,0.95599
H3F3A,0.95599
ASIC1,0.95598
MDGA2,0.54067
SHMT2,0.95596
TIMP2,0.89
CBFA2T2,0.88443
PHF14,0.34388
PPP2CB,0.95587
RBM4,0.87684
CFH,0.75898
PPTC7,0.95576
HMGA1,0.95574
DUSP4,0.45084
AAK1,0.88626
ACVR2A,0.9195
FRMD5,0.9399
CORO1B,0.95566
TXLNA,0.95563
BMPR1A,0.65402
CYFIP1,0.84372
RYR3,0.89536
C19orf43,0.95556
KLF4,0.28559
LIN52,0.95549
PITPNB,0.42883
TAF6,0.95545
CPEB1,0.89981
PSMC1,0.95541
DHX36,0.62731
STAU2,0.82748
CASKIN1,0.9552
DCUN1D5,0.94736
HGS,0.95517
IRF2,0.91898
MAP4K5,0.87514
TMEM132B,0.33618
DHCR24,0.95497
PROSER1,0.26111
EHMT1,0.71938
HOMER1,0.95481
KLHDC8B,0.95476
DNAJB5,0.95476
RIN1,0.95473
RNF38,0.77788
CCND1,0.88574
DBP,0.95467
PHLDB1,0.95462
TMEM55B,0.95453
KIF1C,0.95445
DCLK2,0.51715
LMBRD2,0.95435
IGSF8,0.95431
MAPK6,0.59343
PRDM11,0.73943
IGF2BP1,0.95428
ADRM1,0.95425
METAP2,0.95423
ACVR1,0.93744
PDE8B,0.94304
RPS3,0.73839
SPTY2D1,0.49875
AKAP1,0.42603
TRADD,0.95411
PPP2R2B,0.75717
CECR2,0.43554
PRPF39,0.8621
CNP,0.95394
KIF5C,0.91972
FAM189B,0.95392
MTCH1,0.9539
SLC25A25,0.95386
NR6A1,0.8855
CREB3L1,0.56691
DNAJB6,0.63026
PRMT8,0.95366
BNC2,0.22331
FKBP2,0.95355
MCOLN1,0.95354
RORB,0.92589
GNAI1,0.7469
OSBPL9,0.93684
DCUN1D1,0.79525
STAU1,0.58868
EIF4E,0.94329
GGT7,0.95339
NAA30,0.53091
GGA1,0.95336
OSBPL8,0.95332
ODF2,0.9532
CRTC1,0.95316
SMEK2,0.68677
YIPF5,0.32933
SYNPO,0.45728
GRM7,0.38507
ASH2L,0.93189
GMPPA,0.95296
TBR1,0.92345
SIAH1,0.95284
TOX4,0.95282
PRR7,0.95267
RPS27A,0.39575
SFRP1,0.58263
PSMD6,0.59038
USP10,0.44114
SS18L1,0.9523
C6orf106,0.95229
CSTF1,0.95228
C2orf81,0.95222
WWC1,0.61305
FAF2,0.95214
FAM169A,0.95207
CAPZA1,0.88494
SLITRK5,0.20321
PHYHIP,0.95175
CCDC6,0.85902
VDAC1,0.94048
ZNF777,0.9399
RNGTT,0.95144
ZZEF1,0.92824
PXDN,0.17854
IGSF9B,0.74397
MADD,0.95137
C6orf62,0.75334
WDR43,0.57335
BIN1,0.95132
RRAGC,0.95127
HAS3,0.95126
TP73,0.90954
KCTD10,0.95116
ANKS1A,0.87184
KIF5A,0.95115
FGF17,0.95112
PTBP3,0.89328
MEPCE,0.9511
LPCAT4,0.9511
P4HA1,0.85641
BCL2L2-PABPN1,0.95101
SLC12A4,0.95095
MAML3,0.83934
GAS7,0.9358
TTBK2,0.91361
UBA52,0.95076
FBXO28,0.88232
ENG,0.95072
MAEA,0.95068
TYRO3,0.95067
ZNF385A,0.95066
TMEM203,0.95061
AL590560.1,0.95061
PES1,0.95055
TRAF3,0.91004
SUV39H2,0.95042
FBXL14,0.47314
ERN1,0.8808
CNOT10,0.66624
ZNF362,0.95026
EPB41L3,0.73506
RPL27A,0.62947
SUV420H1,0.95025
STK38L,0.76269
DCAF10,0.95008
MAP2K2,0.95004
SEPT9,0.73884
PDE6D,0.94997
LSM14B,0.94989
ECE1,0.72877
RBMS1,0.7456
SUGP1,0.94983
IGF2BP2,0.94982
ANP32B,0.82674
PBX3,0.94978
KCNQ3,0.77434
TADA2B,0.94947
RTN4,0.41854
EPAS1,0.39946
MCMBP,0.90265
BACH1,0.19304
DYNLL1,0.9492
RAB7A,0.94081
GABRG2,0.89154
LASP1,0.94913
ZBTB20,0.70009
LRFN3,0.9491
RPL29,0.56988
GRB10,0.36362
BUB3,0.69539
PAK7,0.79287
PCBP4,0.94883
PTMS,0.9488
MAPK10,0.9488
PPP2R5C,0.9487
RNF214,0.71592
C14orf1,0.94862
GRK5,0.86362
ARCN1,0.94856
ATG5,0.66258
TMED2,0.88708
NR4A3,0.6202
RAB26,0.9483
NPAS1,0.94827
RHOT1,0.94818
SLC41A2,0.49563
RP11-159G9.5,0.9481
TIA1,0.94809
ENY2,0.94807
OXSR1,0.9162
ATR,0.94789
DDX41,0.94785
UTP15,0.94784
MAGOH,0.9478
BACE1,0.94776
UBE2E1,0.92473
SLC22A17,0.94772
EPHA2,0.94758
RHOV,0.94758
NOL4,0.78245
RPS12,0.33299
FADS2,0.94757
SIM1,0.28155
TIMP3,0.72832
PPAT,0.86681
CREB1,0.9474
TFR2,0.94736
USP22,0.94734
PELI3,0.94725
POLE,0.94718
RAD23A,0.94715
MEF2C,0.74009
FAM60A,0.87096
HDGF,0.94707
BNC1,0.33061
METTL3,0.94697
ANKS1B,0.84342
ALKBH6,0.94676
GMDS,0.56632
GLUL,0.7457
NPLOC4,0.94668
EYA3,0.87349
HYOU1,0.94662
SSBP2,0.86276
GATAD2A,0.94652
CLINT1,0.774
PPIG,0.88984
DNAJC11,0.90479
DCN,0.34127
PER1,0.94634
KNDC1,0.94629
UNC5D,0.52977
CADM2,0.6757
KCNT1,0.94625
BTG3,0.33953
PTPRU,0.94621
PRKG1,0.8903
NRP2,0.40119
MAX,0.94615
CHP1,0.94612
CLCN7,0.94609
FOXK1,0.82512
RANBP10,0.94597
BMPR1B,0.47862
MMS19,0.94591
SF3B14,0.94582
SQLE,0.85141
SIPA1L3,0.89665
CTDSPL2,0.89817
C18orf25,0.73868
SNX9,0.77499
DPP8,0.92393
DOCK1,0.73047
DTX1,0.94547
TRIP13,0.76921
RBM6,0.92288
CIRBP,0.94543
HCN3,0.94538
HIAT1,0.94538
BTF3,0.71088
MIB2,0.94499
ZCCHC8,0.87101
GRID1,0.67619
TARS2,0.94486
SIK1,0.70522
RP11-770J1.4,0.94471
PSEN1,0.87248
SOCS6,0.3581
FARSA,0.94462
PCGF3,0.94462
SSBP4,0.94445
