Disease	Disease_URI	Relationship	Relationship_URI	Gene	Gene_URI
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	AMMECR1	http://identifiers.org/hgnc.symbol/AMMECR1
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	ANK1	http://identifiers.org/hgnc.symbol/ANK1
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	ANKS6	http://identifiers.org/hgnc.symbol/ANKS6
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	APC2	http://identifiers.org/hgnc.symbol/APC2
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARF1	http://identifiers.org/hgnc.symbol/ARF1
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARFGEF2	http://identifiers.org/hgnc.symbol/ARFGEF2
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARID1A	http://identifiers.org/hgnc.symbol/ARID1A
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARID1B	http://identifiers.org/hgnc.symbol/ARID1B
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARID2	http://identifiers.org/hgnc.symbol/ARID2
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARSL	http://identifiers.org/hgnc.symbol/ARSL
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARX	http://identifiers.org/hgnc.symbol/ARX
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	ASCC1	http://identifiers.org/hgnc.symbol/ASCC1
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	B3GLCT	http://identifiers.org/hgnc.symbol/B3GLCT
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	BCOR	http://identifiers.org/hgnc.symbol/BCOR
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	BMPR1A	http://identifiers.org/hgnc.symbol/BMPR1A
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	BPTF	http://identifiers.org/hgnc.symbol/BPTF
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	BRAF	http://identifiers.org/hgnc.symbol/BRAF
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	BRCA1	http://identifiers.org/hgnc.symbol/BRCA1
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	BRCA2	http://identifiers.org/hgnc.symbol/BRCA2
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	BRIP1	http://identifiers.org/hgnc.symbol/BRIP1
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	C2CD3	http://identifiers.org/hgnc.symbol/C2CD3
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	CACNA1C	http://identifiers.org/hgnc.symbol/CACNA1C
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	CALM3	http://identifiers.org/hgnc.symbol/CALM3
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	CCDC22	http://identifiers.org/hgnc.symbol/CCDC22
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	CD96	http://identifiers.org/hgnc.symbol/CD96
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	CDC42	http://identifiers.org/hgnc.symbol/CDC42
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	CEP120	http://identifiers.org/hgnc.symbol/CEP120
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	CHD7	http://identifiers.org/hgnc.symbol/CHD7
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	CHRM3	http://identifiers.org/hgnc.symbol/CHRM3
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	COA6	http://identifiers.org/hgnc.symbol/COA6
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	COG6	http://identifiers.org/hgnc.symbol/COG6
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	COL18A1	http://identifiers.org/hgnc.symbol/COL18A1
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	COMT	http://identifiers.org/hgnc.symbol/COMT
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	COQ4	http://identifiers.org/hgnc.symbol/COQ4
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	CREBBP	http://identifiers.org/hgnc.symbol/CREBBP
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	CRELD1	http://identifiers.org/hgnc.symbol/CRELD1
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	CSGALNACT1	http://identifiers.org/hgnc.symbol/CSGALNACT1
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	CTCF	http://identifiers.org/hgnc.symbol/CTCF
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	CTU2	http://identifiers.org/hgnc.symbol/CTU2
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	DACT1	http://identifiers.org/hgnc.symbol/DACT1
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	DHCR24	http://identifiers.org/hgnc.symbol/DHCR24
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	DHCR7	http://identifiers.org/hgnc.symbol/DHCR7
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAJC30	http://identifiers.org/hgnc.symbol/DNAJC30
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNMT3A	http://identifiers.org/hgnc.symbol/DNMT3A
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	DPF2	http://identifiers.org/hgnc.symbol/DPF2
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	DPM1	http://identifiers.org/hgnc.symbol/DPM1
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	DTNA	http://identifiers.org/hgnc.symbol/DTNA
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	DVL3	http://identifiers.org/hgnc.symbol/DVL3
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	DYNC2LI1	http://identifiers.org/hgnc.symbol/DYNC2LI1
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	DYRK1A	http://identifiers.org/hgnc.symbol/DYRK1A
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	ECE1	http://identifiers.org/hgnc.symbol/ECE1
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	EED	http://identifiers.org/hgnc.symbol/EED
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	ELN	http://identifiers.org/hgnc.symbol/ELN
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	EOGT	http://identifiers.org/hgnc.symbol/EOGT
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	EP300	http://identifiers.org/hgnc.symbol/EP300
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	ERCC4	http://identifiers.org/hgnc.symbol/ERCC4
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	ERMARD	http://identifiers.org/hgnc.symbol/ERMARD
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	ESCO2	http://identifiers.org/hgnc.symbol/ESCO2
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	EXT2	http://identifiers.org/hgnc.symbol/EXT2
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCA	http://identifiers.org/hgnc.symbol/FANCA
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCB	http://identifiers.org/hgnc.symbol/FANCB
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCC	http://identifiers.org/hgnc.symbol/FANCC
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCD2	http://identifiers.org/hgnc.symbol/FANCD2
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCE	http://identifiers.org/hgnc.symbol/FANCE
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCF	http://identifiers.org/hgnc.symbol/FANCF
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCG	http://identifiers.org/hgnc.symbol/FANCG
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCI	http://identifiers.org/hgnc.symbol/FANCI
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCL	http://identifiers.org/hgnc.symbol/FANCL
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCM	http://identifiers.org/hgnc.symbol/FANCM
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FBN1	http://identifiers.org/hgnc.symbol/FBN1
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FBN2	http://identifiers.org/hgnc.symbol/FBN2
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FGF10	http://identifiers.org/hgnc.symbol/FGF10
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FGFR2	http://identifiers.org/hgnc.symbol/FGFR2
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FGFR3	http://identifiers.org/hgnc.symbol/FGFR3
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FKBP14	http://identifiers.org/hgnc.symbol/FKBP14
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FLNA	http://identifiers.org/hgnc.symbol/FLNA
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FOXC1	http://identifiers.org/hgnc.symbol/FOXC1
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FOXC2	http://identifiers.org/hgnc.symbol/FOXC2
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FOXE3	http://identifiers.org/hgnc.symbol/FOXE3
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FOXF1	http://identifiers.org/hgnc.symbol/FOXF1
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	FTO	http://identifiers.org/hgnc.symbol/FTO
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	G6PC3	http://identifiers.org/hgnc.symbol/G6PC3
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	GABRD	http://identifiers.org/hgnc.symbol/GABRD
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	GATA4	http://identifiers.org/hgnc.symbol/GATA4
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	GATA6	http://identifiers.org/hgnc.symbol/GATA6
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	GJA1	http://identifiers.org/hgnc.symbol/GJA1
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	GJA5	http://identifiers.org/hgnc.symbol/GJA5
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	GJA8	http://identifiers.org/hgnc.symbol/GJA8
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	GLI3	http://identifiers.org/hgnc.symbol/GLI3
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	GP1BB	http://identifiers.org/hgnc.symbol/GP1BB
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	GPC3	http://identifiers.org/hgnc.symbol/GPC3
Patent ductus arteriosus	http://purl.obolibrary.org/obo/HP_0001643	gene-disease association	https://semanticscience.org/resource/SIO_000983	GPC4	http://identifiers.org/hgnc.symbol/GPC4
