gene_short_name,CNS_assoc_HPOs,CNS_HP_Count,pvalue_CNS_more,pvalue_CNS_less,DownGeneDrugs,UpGeneDrugs
ANO3,,,0.023911918,,,
ANO4,,,2.5005E-07,,,
ANO7,,,,0.000177559,,
ANO8,,,0.002241674,,,
ANO9,,,,8.04994E-22,,
ANP32B,,,,2.36989E-07,,
ANP32E,,,,1.54466E-05,,terbutaline
ANPEP,,,,1.92236E-06,,"beclometasone, corticosterone, dexketoprofen, exemestane, hydrocortisone, ketoprofen, tretinoin"
ANTXR1,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759, HP:0100659",6,2.12652E-05,,,
ANTXRL,,,,1.51596E-05,,
ANXA1,,,,1.12323E-06,,"cyclopamine, dexketoprofen, ephedrine, vincristine"
ANXA10,,,,2.75462E-09,,ritodrine
ANXA11,"HP:0002011, HP:0002180, HP:0007367, HP:0012639, HP:0012757",5,,7.3756E-07,,
ANXA13,,,,1.02404E-11,,
ANXA2,,,,1.04508E-10,,diflunisal
ANXA2R,,,,1.55179E-06,,
ANXA4,,,,0.000125774,,
ANXA5,,,,4.78981E-05,,"cyclopamine, diphenhydramine, metrifonate"
ANXA6,,,,0.000423255,,"fumonisin-b1, progesterone, valproic-acid"
ANXA7,,,,3.51347E-05,,
ANXA8L1,,,,4.49666E-05,,
ANXA9,,,,2.97216E-06,,
AOC1,,,,1.58401E-11,,"androstenedione, cyproterone, ethinylestradiol, isoxsuprine, lynestrenol, prednisolone, resveratrol"
AOC3,,,,2.11352E-11,,"ethionamide, valproic-acid, warfarin"
AOX1,,,,0.000294069,,"cyclophosphamide, floxuridine, fumonisin-b1, mifepristone, reserpine, trimethadione"
AP1AR,,,0.007337183,,,
AP1G2,,,,1.97093E-05,,
AP1M1,,,,0.000633956,,
AP1M2,,,,0.000356336,,imipramine
AP1S1,HP:0012759,1,,0.000710558,,"cortisol, phensuximide"
AP2A1,,,,1.87193E-05,,
AP2B1,,,4.83084E-05,,,
AP2M1,"HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",9,,0.000182352,,
AP2S1,,,,3.47971E-06,,
AP3B2,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",20,3.66069E-08,,,
AP3D1,"HP:0002011, HP:0002059, HP:0002060, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",12,,2.75264E-08,,
AP3M2,,,0.000549953,,,
AP3S1,,,0.00137484,,,
AP3S2,,,,6.81388E-05,,
AP4S1,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002120, HP:0002500, HP:0002518, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",23,0.000136011,,,
AP5S1,,,,4.06674E-06,,
AP5Z1,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002518, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",13,,5.83188E-05,,
APBA1,,,1.2008E-08,,,
APBA2,,,2.3671E-09,,,
APBA3,,,,8.21191E-10,,
APBB1,,,0.000240424,,,
APC,"HP:0002011, HP:0002143, HP:0002176, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100705, HP:0100707",9,6.07124E-10,,,
APC2,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0006919, HP:0007360, HP:0007361, HP:0007362, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0007375, HP:0011282, HP:0011283, HP:0012110, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0100705, HP:0100707",35,2.32186E-12,,,
APCDD1,,,0.046094719,,,
APCDD1L,,,,1.95925E-08,,
APEH,,,,3.41111E-07,,
APEX2,,,,3.88626E-05,,
APH1A,,,,9.82374E-05,,
APITD1,,,,0.000100755,,
APLF,,,,0.000118601,,
APLNR,,,,0.000549233,,
APLP1,,,1.05223E-10,,,
APOA1,,,,1.81504E-12,,"levisoprenaline, methyldopa"
APOA1BP,,,,3.0157E-05,,
APOA2,,,,8.56326E-18,,"depomedrol, methyldopa"
APOB,"HP:0002011, HP:0009145, HP:0012443, HP:0012639, HP:0100659",5,,8.50503E-16,,"dichloroacetic-acid, ketoprofen"
APOBEC1,,,,4.93422E-07,,
APOBEC2,,,,7.75362E-09,,
APOBEC3A,,,,2.06849E-05,,
APOBEC3B,,,,7.09674E-07,,"corynanthine, cyclosporin-a, etoposide, levodopa, menadione, primidone, thalidomide"
APOBEC3C,,,,6.33652E-08,,
APOBEC3D,,,,4.3081E-07,,
APOBEC3F,,,,2.11841E-06,,
APOBEC3G,,,,3.04358E-05,,dacarbazine
APOBEC3H,,,,6.43408E-08,,
APOBR,,,,1.98714E-05,,
APOC1,,,,5.49011E-05,,"ethotoin, vidarabine"
APOC3,,,,3.70945E-16,,
APOC4,,,,0.0002464,,
APOF,,,,2.16703E-05,,
APOH,,,,4.58162E-13,,
APOL1,,,,5.06582E-08,,
APOL2,,,,9.86662E-06,,
APOL3,,,,3.04587E-08,,
APOL5,,,,0.000151277,,
APOL6,,,,1.96816E-06,,
APOM,,,,1.46651E-08,,
APOOL,,,0.001110919,,,
APOPT1,,,0.037732064,,,
APP,"HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002143, HP:0002538, HP:0002977, HP:0007367, HP:0007369, HP:0009145, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0100659",16,0.039461462,,,
APPL2,,,0.00205892,,,
APRT,,,,3.07994E-08,,
APTX,"HP:0001272, HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639",7,,0.000479986,,
AQP1,,,,6.35525E-12,,"acebutolol, AM-580, chlorambucil, domperidone, mephenytoin, mestinon, quinidine, solanine"
AQP2,HP:0012759,1,,2.10223E-07,,
AQP3,,,,1.92112E-14,,"acebutolol, BRD-A66861218, caffeine, cycloheximide, dexketoprofen, diflunisal, dimethadione, estradiol, etretinate, fluorouracil, flutamide, imipramine, mifepristone, ochratoxin-a, quinidine, resveratrol, tolfenamic-acid"
AQP4,,,0.002627814,,androstenedione,
AQP5,,,,6.17248E-09,,methyldopa
AQP7,,,,1.13255E-15,,
AQP9,,,,7.5345E-06,,"cortisol, nimodipine, prednisolone, sulfasalazine"
ARAF,,,,1.77737E-05,,
ARAP1,,,,0.000393514,,
ARCN1,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,1.10821E-05,,
AREGB,,,,0.000389773,,
ARF1,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,0.000131393,,
ARF4,,,,3.65352E-07,,
ARF6,,,,1.45269E-06,,
ARFGAP1,,,,4.28797E-07,,
ARFGAP2,,,,6.59788E-05,,
ARFIP2,,,,2.26634E-10,,
ARFRP1,,,,3.01458E-08,,
ARG1,"HP:0001272, HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",8,,0.000412356,,"acetazolamide, estradiol, methimazole, oxaprozin, thalidomide"
ARGFX,,,,0.00021716,,
ARGLU1,,,,0.000369206,,
ARHGAP1,,,,2.41883E-05,,
ARHGAP10,,,,6.78021E-05,,
ARHGAP11A,,,,0.000572476,,
ARHGAP15,,,,0.000781026,,
ARHGAP19,,,,4.76477E-05,,
ARHGAP19-SLIT1,,,0.008234802,,,
ARHGAP20,,,6.45238E-05,,,
ARHGAP21,,,4.03529E-07,,,
ARHGAP30,,,,9.17226E-06,,
ARHGAP32,,,0.000534871,,azacitidine,
ARHGAP33,,,0.00320296,,,
ARHGAP35,,,0.000999427,,,
ARHGAP36,,,,5.5759E-11,,
ARHGAP39,,,0.00050417,,,
ARHGAP4,,,,0.000438964,,
ARHGAP44,,,0.010061515,,,
ARHGAP9,,,,3.69416E-05,,
ARHGDIA,HP:0012759,1,,6.24816E-06,,
ARHGDIB,,,,0.00024217,,
ARHGDIG,,,0.00223541,,,
ARHGEF1,,,,0.000140849,,
ARHGEF10L,,,0.000226215,,,
ARHGEF11,,,3.91942E-09,,,
ARHGEF15,,,,0.000497126,,
ARHGEF16,,,,1.30582E-06,,
ARHGEF18,HP:0012759,1,,0.000130162,,
ARHGEF19,,,,3.65017E-08,,
ARHGEF33,,,0.002813518,,,
ARHGEF35,,,,2.14249E-05,,
ARHGEF38,,,,2.42458E-06,,
ARHGEF39,,,,9.29567E-11,,
ARHGEF4,,,2.66884E-05,,,
ARHGEF5,,,,1.57061E-11,,
ARHGEF7,,,0.028632654,,,
ARHGEF9,"HP:0002011, HP:0002060, HP:0002538, HP:0002977, HP:0006872, HP:0007333, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",11,2.17421E-06,,,
ARID4A,,,0.03560435,,,
ARID4B,,,,8.34531E-05,,
ARIH2OS,,,,1.72918E-11,,
ARL10,,,0.000172138,,,
ARL11,,,,8.1283E-05,,
ARL13A,,,,4.83807E-06,,
ARL13B,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002418, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",22,4.57481E-05,,,
ARL14,,,,0.000863081,,
ARL14EP,,,,0.00040282,,
ARL14EPL,,,,0.000200299,,
ARL16,,,,2.61001E-05,,
ARL17A,,,0.019752529,,,
ARL2,,,,2.21137E-05,,
ARL4D,,,,0.00015409,,
ARL5B,,,,1.07366E-05,,
ARL6,HP:0012759,1,0.001703186,,,
ARL6IP4,,,,1.12054E-07,,
ARL6IP6,,,0.029385827,,,
ARL9,,,0.00125867,,,
ARMC1,,,0.043470157,,,
ARMC2,,,0.000724983,,,
ARMC4,,,0.002635099,,,
ARMC5,"HP:0002011, HP:0012443, HP:0012503, HP:0012639",4,,2.0953E-06,,
ARMC6,,,,4.26294E-05,,
ARMC8,,,0.004131223,,,
ARMCX3,,,,0.000121747,,
ARMCX6,,,,2.18179E-06,,
ARNT2,"HP:0001273, HP:0001317, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002977, HP:0007360, HP:0007364, HP:0007370, HP:0007375, HP:0010627, HP:0011282, HP:0011283, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547",19,0.000119747,,"bupivacaine, ketorolac",
ARNTL2,,,0.018805764,,,
ARPC1A,,,,0.000334334,,
ARPC1B,,,,6.55503E-05,,
ARPC2,,,,0.000353962,,
ARPC3,,,,0.000267224,,
ARPC4,,,,9.07566E-05,,
ARPC5,,,,0.000484448,,
ARPC5L,,,,1.2925E-06,,
ARPP21,,,2.07323E-08,,,
ARRDC1,,,,0.00011613,,
ARRDC2,,,,2.21044E-05,,
ARRDC3,,,,0.000352148,,
ARSA,"HP:0002011, HP:0002060, HP:0002500, HP:0002518, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,0.0004783,,
ARSB,"HP:0002011, HP:0002118, HP:0002143, HP:0012443, HP:0012639",5,4.48077E-05,,,
ARSH,,,,0.000772009,,
ARSI,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002977, HP:0007360, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0030047, HP:0100547",19,,4.07209E-13,,
ARSJ,,,,3.29703E-08,,depomedrol
ARSK,,,0.026144086,,,
ART1,,,,6.11292E-05,,
ART4,,,,2.86427E-18,,
ART5,,,,4.00233E-08,,
ASAH2B,,,0.042038037,,,
ASAH2C,,,,0.00018142,,
ASB10,,,,2.86429E-06,,
ASB11,,,,4.941E-12,,
ASB16,,,,0.000101634,,
ASB2,,,,3.47126E-07,,
ASB4,,,,8.45037E-07,,
ASB5,,,,0.000568495,,
ASB6,,,,2.51585E-06,,
ASB8,,,,9.89462E-05,,
ASB9,,,,1.32074E-06,,
ASCC2,,,,3.5742E-05,,
ASF1B,,,,0.000136936,,
ASGR2,,,,4.12887E-10,,
ASH2L,,,,4.21031E-08,,
ASIC1,,,1.27005E-06,,,
ASIC2,,,1.21604E-05,,,
ASIC5,,,,1.08016E-06,,
ASIP,,,,3.76076E-09,,
ASMTL,,,,8.54115E-05,,
ASNS,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002363, HP:0002500, HP:0002538, HP:0002539, HP:0002977, HP:0007360, HP:0007361, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012110, HP:0012443, HP:0012639, HP:0012759, HP:0100547",23,0.003284094,,"depomedrol, fumonisin-b1, ibuprofen, mephenytoin, phenytoin, ribavirin",
ASPA,"HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0007367, HP:0012443, HP:0012444, HP:0012639, HP:0012751, HP:0012759, HP:0012762, HP:0100547",12,,1.48125E-10,,"cilostazol, nifedipine"
ASPG,,,,1.07974E-08,,
ASPHD2,,,0.000144372,,,
ASPN,,,,2.7616E-09,,"betamethasone, CD-437, chlormadinone, esmolol, ethotoin, heliotrine, mometasone, phenylbutazone, retinol, TTNPB, warfarin"
ASPSCR1,,,,8.6605E-11,,
ASRGL1,,,0.001176866,,"chlormadinone, cyclosporin-a, fluorouracil, imipramine",
ASS1,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0100659",7,,4.52279E-06,,"azacitidine, chlorcyclizine, cytochalasin-b, floxuridine, pyrimethamine"
ASTL,,,,3.53104E-05,,
ASTN1,,,1.82281E-08,,,
ASTN2,,,6.73095E-07,,,
ASUN,,,,1.24505E-06,,
ASXL3,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002500, HP:0002977, HP:0006817, HP:0006919, HP:0007068, HP:0007360, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0030047, HP:0100547",24,1.7616E-06,,,
ASZ1,,,,1.40421E-05,,
ATAD1,"HP:0002011, HP:0002059, HP:0002060, HP:0002977, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",11,0.001259842,,,
ATAD3A,"HP:0001272, HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0006989, HP:0007360, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",16,,4.08151E-06,,
ATAD3B,,,,1.29495E-11,,
ATAT1,,,2.80887E-06,,,
ATCAY,"HP:0001317, HP:0001321, HP:0002011, HP:0002977, HP:0007360, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",10,5.58739E-12,,,
ATF3,,,,1.09598E-12,,"cyclopamine, dexketoprofen, floxuridine, hexachlorophene, ketoprofen, naproxen, vincristine"
ATF4,,,,4.55685E-07,,hexachlorophene
ATF5,,,,2.29426E-08,,digoxin
ATF6B,,,,0.000488148,,
ATG12,,,,0.000784325,,
ATG13,,,,7.86649E-07,,
ATG16L2,,,,5.12547E-05,,
ATG2A,,,,4.70082E-10,,
ATG3,,,,3.94671E-05,,"corynanthine, terbutaline, tianeptine"
ATG4D,,,,0.000104389,,
ATG9A,,,,0.000764751,,
ATHL1,,,,1.09309E-05,,
ATL1,"HP:0001273, HP:0002011, HP:0002060, HP:0002062, HP:0002079, HP:0002314, HP:0002492, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007370, HP:0007372, HP:0012443, HP:0012639, HP:0012759, HP:0100547",17,2.5128E-05,,,
ATL3,HP:0012639,1,,0.000575678,,
ATOH7,,,,0.000599072,,
ATOX1,,,,1.46244E-05,,
ATP13A2,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002120, HP:0002339, HP:0002500, HP:0002506, HP:0002518, HP:0002538, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0010994, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",27,1.42967E-09,,,
ATP1A1,"HP:0002011, HP:0002118, HP:0006919, HP:0012443, HP:0012639, HP:0012759",6,,5.78994E-08,,
ATP1A2,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002062, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007363, HP:0007364, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",22,0.002655712,,androstenedione,
ATP1A3,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002500, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",19,1.30182E-09,,,
ATP1B2,,,7.9949E-06,,,
ATP1B4,,,,2.49341E-07,,
ATP2A1,,,,3.60587E-09,,
ATP2A3,,,,0.000556559,,"androstenedione, menadione"
ATP2B1,,,0.029991207,,solanine,
ATP2B2,,,3.32103E-07,,,
ATP2C1,,,0.000346218,,,
ATP4A,,,,7.50818E-07,,
ATP4B,,,,1.10538E-05,,
ATP5A1,,,,6.62497E-05,,
ATP5B,,,,0.000139338,,
ATP5C1,,,,0.000130099,,
ATP5D,,,,1.30005E-08,,
ATP5E,,,,1.12651E-06,,
ATP5EP2,,,,4.19454E-09,,
ATP5G1,,,,1.62753E-06,,
ATP5G2,,,,2.27666E-09,,
ATP5G3,,,,2.36091E-06,,
ATP5H,,,,2.12259E-07,,
ATP5I,,,,9.95137E-11,,
ATP5J,,,,3.18095E-07,,
ATP5J2,,,,8.42051E-09,,
ATP5L,,,,4.68664E-11,,
ATP5L2,,,,1.6497E-09,,
ATP5O,,,,5.98448E-07,,
ATP5SL,,,,2.85599E-05,,
ATP6AP1L,,,0.003548009,,,
ATP6V0A1,,,0.00590615,,,
ATP6V0C,,,0.010991267,,,
ATP6V0D2,,,,4.57702E-08,,
ATP6V0E2,,,0.000154216,,"AM-580, chlorambucil",
ATP6V1A,"HP:0001272, HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0100705",29,0.031803182,,,
ATP6V1B1,,,,2.00815E-07,,
ATP6V1C2,,,,0.0004864,,
ATP6V1E1,"HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002538, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",19,,0.000279906,,
ATP6V1F,,,,0.000801995,,
ATP6V1G1,,,,4.31035E-06,,
ATP6V1G2,,,0.000136845,,,
ATP6V1H,,,0.019857106,,,
ATP7B,"HP:0006919, HP:0012639, HP:0012759",3,0.008466031,,,
ATP8A1,,,0.006444953,,"chloramphenicol, tretinoin",
ATP8A2,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002500, HP:0002977, HP:0007367, HP:0007369, HP:0007371, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0012762, HP:0100547",19,1.92568E-05,,,
ATP8B1,,,,6.21707E-06,,domperidone
ATP8B3,,,,7.16248E-08,,
ATP9A,,,3.58734E-05,,"carbamazepine, chlordiazepoxide",
ATPIF1,,,,8.4011E-08,,
ATRAID,,,,7.76325E-05,,
ATRIP,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,0.000930274,,
ATRN,,,0.012400212,,,
ATRNL1,,,3.1545E-05,,,
ATRX,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",18,0.004889358,,,
ATXN10,"HP:0001272, HP:0001317, HP:0002011, HP:0002062, HP:0006919, HP:0011282, HP:0011283, HP:0012443, HP:0012639",9,0.017497199,,,
ATXN1L,,,,5.09713E-05,,
ATXN2L,,,,1.69859E-05,,
ATXN7L1,,,0.005674331,,,
ATXN7L3B,,,,0.000380351,,
AUNIP,,,,2.55696E-06,,
AUP1,,,,5.74386E-07,,
AURKA,,,,9.72094E-06,,
AURKAIP1,,,,4.74123E-07,,
AURKB,,,,3.41784E-05,,
AUTS2,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,0.000231517,,"acyclovir, caffeine, calcipotriol, chlordiazepoxide, doxorubicin, lonidamine",
AVIL,,,,0.000384856,,fumonisin-b1
AVL9,,,3.85008E-12,,flutamide,
AVPI1,,,,1.65775E-27,,
AVPR2,HP:0012759,1,,6.10188E-06,,
AZGP1,,,,2.01875E-11,,"carbamazepine, dichloroacetic-acid, isosorbide, isoxsuprine, ketoprofen, mebendazole, methimazole, mifepristone, racephedrine, resveratrol, tretinoin, valproic-acid, zidovudine"
AZI1,,,,1.50558E-07,,
AZIN1,,,,4.34272E-05,,
B2M,"HP:0002011, HP:0002143, HP:0002176, HP:0012639",4,,3.9132E-05,,
B3GALNT1,,,0.001670452,,,
B3GALT1,,,2.54733E-08,,,
B3GALT2,,,0.000389032,,,
B3GALT5,,,0.049940217,,,
B3GAT1,,,6.11982E-11,,,
B3GAT2,,,6.34933E-07,,,
B3GAT3,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,1.78355E-10,,
B3GNT1,,,0.018220153,,,
B3GNT2,,,,0.000494494,,
B3GNT3,,,,4.47799E-11,,
B3GNT4,,,0.036205972,,,
B3GNT7,,,,5.65818E-05,,
B3GNT8,,,,1.76597E-08,,
B3GNT9,,,,1.79009E-09,,
B4GALNT1,"HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",17,1.76364E-07,,,
B4GALNT2,,,,1.86237E-05,,
B4GALNT4,,,0.012976422,,,
B4GALT1,"HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002118, HP:0002334, HP:0002977, HP:0006817, HP:0007360, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",15,,4.52795E-05,,
B4GALT7,HP:0012759,1,,3.63529E-06,,
B9D2,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002418, HP:0002500, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0100547",21,,0.000820382,,
BAALC,,,6.71631E-05,,,
BABAM1,,,,2.86744E-07,,
BACE1,,,8.56365E-05,,,
BACE2,,,,1.6354E-05,,
BACH1,,,0.044923838,,,
BACH2,,,0.000967883,,,
BAD,,,,1.18695E-06,,"BRD-A66861218, domperidone, mefenamic-acid, mestinon, methyldopa"
BAG1,,,,5.3771E-09,,
BAG2,,,,2.16551E-10,,alpha-estradiol
BAG3,HP:0012639,1,,2.57111E-05,,"cyclosporin-a, ethionamide, fluorouracil, resveratrol"
BAG6,,,,3.16829E-06,,
BAHD1,,,,0.000454114,,
BAI1,,,5.329E-06,,,
BAI2,,,6.10628E-06,,,
BAI3,,,1.61509E-07,,,
BAIAP2L1,,,,3.32711E-11,,
BAK1,,,,8.02967E-07,,
BANF1,"HP:0002011, HP:0002060, HP:0007375, HP:0012443, HP:0012639, HP:0100547",6,,7.33231E-05,,
BANK1,,,,0.000185871,,"leflunomide, lidocaine"
BARHL1,,,4.32897E-05,,,
BARX1,,,,8.75898E-07,,
BARX2,,,,5.46927E-11,,
BASP1,,,6.63435E-12,,"betamethasone, chlorcyclizine, cortisol, cycloheximide, cyclophosphamide, cyproterone, dacarbazine, dexketoprofen, diflorasone, domperidone, exemestane, flutamide, metrifonate, phenylbutazone, prednisolone, propylthiouracil, tolbutamide, warfarin",
BATF,,,,3.38714E-05,,
BATF2,,,,4.41196E-06,,
BATF3,,,,0.000594486,,
BAX,,,,5.25667E-06,,
BAZ1A,,,,0.000725683,,
BAZ1B,"HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002062, HP:0002120, HP:0002143, HP:0002414, HP:0002492, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007372, HP:0010301, HP:0010662, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0100659, HP:0410043",26,,5.53011E-06,,
BAZ2A,,,,4.826E-08,,
BBS2,HP:0012759,1,0.000669368,,,
BBS5,HP:0012759,1,0.039740357,,,
BBS9,HP:0012759,1,3.91124E-06,,,
BCAM,,,,4.97875E-07,,"heliotrine, ribavirin"
BCAN,,,2.97586E-05,,,
BCAT1,,,0.025261001,,"cytarabine, methotrexate",
BCAT2,"HP:0002011, HP:0012639",2,,1.57366E-06,,
BCCIP,,,,0.00068653,,
BCKDHA,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0012759, HP:0100547",6,,3.47363E-09,,
BCKDK,HP:0012759,1,,0.000424097,,
BCL10,"HP:0002011, HP:0012639",2,,1.75715E-06,,
BCL11A,"HP:0001272, HP:0001317, HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",12,0.000519408,,isosorbide,
BCL2A1,,,,9.10215E-05,,"busulfan, decitabine, thalidomide"
BCL2L10,,,,0.000291904,,
BCL2L11,,,,7.98437E-05,,
BCL2L12,,,,4.08813E-06,,
BCL2L13,,,,3.81298E-05,,
BCL2L2,,,,8.62413E-06,,
BCL2L2-PABPN1,,,0.002016638,,,
BCL3,,,,8.02297E-10,,"AM-580, diethylstilbestrol"
BCL7B,"HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002062, HP:0002120, HP:0002143, HP:0002414, HP:0002492, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007372, HP:0010301, HP:0010662, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0100659, HP:0410043",26,,2.27336E-05,,leflunomide
BCL9,,,0.02413876,,,
BCL9L,,,,7.15618E-06,,
BCLAF1,,,,0.000437119,,
BCMO1,,,,0.000564016,,
