Gene Symbol,pHI
TENM4,0.98124
WDTC1,0.96453
GATA6,0.98122
COL6A1,0.98119
PNPLA6,0.51783
FUBP1,0.98113
SOX9,0.98113
GNAQ,0.98106
KIAA1429,0.98106
RBM39,0.98102
AP1G1,0.97731
CAPRIN1,0.98101
PSMA2,0.97235
GNAL,0.94757
ATF7IP,0.98096
ZC3H7A,0.98094
KIAA0195,0.69296
ERBB4,0.98091
PAF1,0.4416
RELN,0.98089
DYNC1LI2,0.9286
DLGAP3,0.91865
ANK1,0.98072
ZNF516,0.98072
RPS7,0.98071
CAPZA2,0.9807
MDM2,0.98068
ILKAP,0.90459
NCOA6,0.98058
ASAP2,0.98056
DDR2,0.98054
SP3,0.98053
RPS11,0.98051
SOS2,0.98048
CCT8,0.98046
AHNAK2,0.0772
NTNG2,0.88622
TET1,0.98044
STT3A,0.71974
PIK3R2,0.46552
RC3H2,0.98043
RSPRY1,0.9331
CELSR2,0.98032
DCAF7,0.85304
NMT1,0.90989
ELF2,0.98024
CSNK2A1,0.98022
SEC24B,0.98021
AHDC1,0.91154
HERC4,0.97698
CMTR1,0.94771
EPC2,0.98018
HSPH1,0.98016
TFAP2C,0.98016
WWTR1,0.98016
FNIP1,0.98012
ACVR1B,0.96749
AMBRA1,0.98008
CSDE1,0.98005
RAI14,0.98004
NAA35,0.98003
SMAD1,0.98
ILF3,0.97999
PAPD7,0.97998
SLC4A7,0.97998
QKI,0.97997
RER1,0.54043
WASL,0.97988
LYPLA2,0.65713
HSP90AA1,0.97984
SLMAP,0.97983
NCSTN,0.90879
TEAD3,0.89733
NFYA,0.72873
AQR,0.97975
MORC2,0.97975
PAPD5,0.97971
EIF3I,0.82511
COPG1,0.71292
NFKBIZ,0.97968
HPCAL1,0.90814
GPHN,0.97963
CHUK,0.95242
USP33,0.97955
FRYL,0.97954
FNDC4,0.77574
MDGA1,0.83573
BCL3,0.8244
RPL14,0.97951
AP3B2,0.94448
ETV6,0.97949
PRICKLE1,0.9794
HDAC4,0.97449
GRB2,0.92021
SRGAP3,0.97936
TSC22D1,0.97931
DLG1,0.97931
MTMR12,0.97927
TSC1,0.97927
FAM171A1,0.97927
ZMIZ2,0.94794
SRRM1,0.97923
MLLT6,0.97664
SLC44A1,0.9792
ASTN1,0.97421
MYC,0.97919
CSNK1G3,0.97919
DEF6,0.8932
GRIN2A,0.97915
PTEN,0.68008
TLK1,0.9754
ZNF592,0.97896
ERG,0.97896
TTC17,0.97895
ATXN2,0.97891
ZRANB1,0.9789
PAXBP1,0.97802
SEC62,0.97883
WNT5A,0.97882
TOPBP1,0.97881
TUBB3,0.85659
HCN1,0.97875
RASIP1,0.87752
HMGB1,0.82066
KDELR1,0.63268
CDH8,0.9787
TRAF4,0.91166
CXXC1,0.73754
UBE2D3,0.61061
NEDD8,0.58217
LRP12,0.97862
TMEM57,0.97861
XRCC6,0.95906
MED1,0.97858
MAGI1,0.97857
CCNT2,0.97856
PCNA,0.96841
PITPNM2,0.97852
WASF1,0.97849
PRKCA,0.93882
IQGAP1,0.97846
RIC8B,0.97842
SPOP,0.93438
CNTNAP1,0.63926
BACH2,0.97838
MAP3K5,0.97838
SPAST,0.97838
SRRT,0.75465
C11orf30,0.97835
CHD5,0.93459
USP37,0.89681
TBX5,0.97828
MYH14,0.77607
PHF12,0.96309
PABPC4,0.97817
PTPN11,0.97816
TRIM9,0.96792
TFAP2D,0.97812
DOLPP1,0.40201
NXN,0.9781
ESCO1,0.97809
PSMA5,0.87234
ZRANB2,0.97807
ABCF2,0.55807
SRGAP1,0.978
FOXJ3,0.97798
PDGFRB,0.97797
HECTD2,0.97793
EVI5L,0.9329
EIF3D,0.95215
TTN,0.97791
WBP11,0.97782
EXOC8,0.92278
FBXL17,0.9778
ELOVL1,0.47145
SEMA4C,0.95159
USP49,0.90198
DOCK3,0.97778
EPB41L2,0.97776
BAP1,0.74657
ANKRD13C,0.97776
EIF4ENIF1,0.97771
DHX8,0.5967
ATXN7L1,0.97766
ZFYVE9,0.97765
MAP2K4,0.97763
ACTC1,0.90161
RSF1,0.97749
COPB2,0.97748
ATAD5,0.97746
MAPK1,0.9697
RABEP1,0.97744
PANK4,0.77251
ZCCHC2,0.97744
BTBD11,0.97743
TCTEX1D4,0.35722
PSMA7,0.91092
GTF2A1,0.9774
USP25,0.9774
IP6K2,0.86852
CBX4,0.97738
ERF,0.92114
ELOVL5,0.9773
G3BP2,0.9773
ZBTB7A,0.73274
AFTPH,0.97726
HECTD3,0.4912
CEP170B,0.97721
KAT2B,0.97718
L3MBTL3,0.97717
KIT,0.97716
CDK6,0.97715
GABPB1,0.9229
MAP2,0.97713
RARB,0.9771
ATP6V0D1,0.77729
FOSL2,0.97705
C16orf70,0.59235
YAP1,0.97704
NRF1,0.94038
ERBB2,0.83914
PRDM1,0.9769
NUP107,0.74385
CCT3,0.9174
RBM17,0.97679
SEMA3F,0.97414
KAT5,0.28821
NR1H3,0.82392
KCNN2,0.97676
TAF5,0.92682
CHPF,0.5289
CUL5,0.97673
LEMD3,0.97672
PPP1R37,0.8615
NTN4,0.97665
ZMYM2,0.97664
PCDH1,0.97658
CACNG8,0.35693
PHC1,0.97655
MKLN1,0.97652
AGPS,0.9765
ZBTB2,0.97649
SRP54,0.96729
GTF2H1,0.97267
RNF2,0.95136
SCAF1,0.85341
UBE2L3,0.85337
CTDSP2,0.53484
FNIP2,0.97633
FGR,0.617
INF2,0.94444
THRB,0.97625
FAF1,0.97621
MYO9A,0.97619
RUNX1T1,0.97618
RPL7,0.97618
DAAM2,0.97615
TSC2,0.97615
FAM49B,0.97611
CPE,0.97609
THBS1,0.97607
TM9SF3,0.97597
ARHGAP44,0.97595
BRD8,0.76588
ANP32A,0.9759
RC3H1,0.97589
RPRD2,0.97588
DDX42,0.97587
ACAP3,0.25289
ARMC8,0.94368
RBL2,0.97583
YWHAQ,0.97582
LRRC8B,0.97582
ADAM17,0.97581
SPRED1,0.9758
CDK19,0.97447
DBN1,0.97576
LIMCH1,0.97576
IRX3,0.97575
AMPD2,0.29241
SRC,0.9757
PPP1R16B,0.9525
RDH10,0.97549
CNBP,0.96803
PPP6R3,0.97536
SLC22A23,0.97535
MAP3K11,0.30778
STMN2,0.91634
NAIF1,0.32887
AP1M1,0.68701
OLFM1,0.97531
KMT2B,0.8909
PPP1R8,0.89686
CREBRF,0.97527
MAPRE3,0.82486
CDC5L,0.97523
PAN3,0.97521
HNRNPD,0.97517
PPM1A,0.97516
KIAA1109,0.93752
RFWD2,0.97513
MED15,0.97513
PPP4R1,0.97513
INO80D,0.97513
TTBK1,0.91666
TREX1,0.66981
ETNK1,0.97504
CDK2,0.70801
ZNF423,0.97499
PATL1,0.95998
ANKIB1,0.97497
STK25,0.44504
RAB8A,0.67334
ZNF687,0.78217
RBM20,0.97486
AP1B1,0.97484
REPS1,0.97484
ZFPM2,0.97483
HIVEP3,0.97483
CDC40,0.97306
ZYG11B,0.95503
NISCH,0.93886
TBCEL,0.97474
ADAM23,0.97471
ARHGEF17,0.97471
LUC7L3,0.96114
RRAS2,0.97463
KIF23,0.97463
TAB2,0.97462
MTSS1L,0.89962
VPRBP,0.95327
LATS1,0.97459
ATP6V1B2,0.97457
ZDHHC17,0.97456
MSL2,0.93681
SLC8A1,0.97453
RORA,0.97452
AJUBA,0.82884
EPB41L4B,0.97448
CDK5R1,0.60204
PDE4D,0.97444
IGFBP5,0.97444
ZBTB47,0.9744
SCFD1,0.97434
LEPR,0.97433
SRCIN1,0.93511
TTC7B,0.97425
SRSF11,0.9742
YTHDF3,0.97417
PDZD8,0.97417
HP1BP3,0.97415
RBM42,0.62841
PPP4R2,0.97412
HSPA4,0.97409
SMAD5,0.97406
PITPNA,0.93616
MTF2,0.97401
TPM3,0.43663
EIF3G,0.81611
GLTSCR1L,0.97395
ALDOC,0.55173
EIF2S1,0.93184
YTHDC2,0.97387
LDB2,0.9705
KCNC1,0.6243
MAPK8IP2,0.97385
NRXN1,0.97382
SF1,0.97379
SFSWAP,0.97374
HERC3,0.61656
ATXN2L,0.97367
SLC1A3,0.97367
ATG2A,0.35372
TNFSF13,0.31203
HSF2,0.97354
PMP22,0.97353
ZNF800,0.97352
MAFG,0.47619
IRF9,0.4996
ABR,0.94748
MYB,0.97342
ADIPOR1,0.76643
SLC40A1,0.97341
RCOR1,0.97338
BCL6,0.97337
TMEM63C,0.67187
APOE,0.27707
NUFIP2,0.97326
KRT5,0.86427
NAMPT,0.97326
TMEM115,0.64462
LCAT,0.28718
HSPA9,0.97312
ASXL2,0.97308
PITPNM1,0.35305
DAPK1,0.97302
EPS8,0.97302
ZBED6,0.71106
KLF9,0.973
RPL7A,0.973
SEMA6D,0.97299
MED23,0.73068
CDH6,0.97292
USP8,0.97291
ZBTB10,0.97288
RPL13,0.97287
CACNA1B,0.97286
MYT1,0.97284
MKRN1,0.97283
HIRA,0.96894
IQSEC1,0.97277
CDC73,0.97277
VPS54,0.97276
ANKRD50,0.97275
HELLS,0.97274
SBF1,0.92838
ARIH2,0.80486
MDM4,0.97267
PTGS2,0.97266
WDR33,0.97266
BMI1,0.97261
AFF3,0.9726
ADAM11,0.27361
ATN1,0.97256
SPTBN2,0.55062
PIK3CB,0.9725
COLEC12,0.97249
AGAP2,0.9119
RHEB,0.97247
THRAP3,0.97246
PPP2R5A,0.96764
GNAS,0.97244
FBXO21,0.96383
KCNIP2,0.57836
BAZ2A,0.91272
CALM1,0.90418
NF2,0.97233
EIF5,0.97223
RP11-1055B8.7,0.97223
ACTR2,0.97221
AZIN1,0.97217
REL,0.97205
RASGEF1B,0.97204
RUNX1,0.97203
ABLIM1,0.97201
AP1G2,0.12233
UVRAG,0.97195
SPTB,0.97195
NEK7,0.97194
MEX3C,0.97193
NPAS3,0.9719
RBM47,0.97189
SALL4,0.97188
FMNL1,0.93603
EPHB2,0.97186
FGF14,0.96017
XRN1,0.97182
TNFAIP3,0.97179
PGP,0.1761
DUSP10,0.97172
APPBP2,0.97171
MALT1,0.97167
RAPGEF6,0.97162
RASGRP1,0.97151
XRN2,0.97141
FGD5,0.9714
RPS14,0.89786
SMARCC1,0.97134
HLF,0.97132
ZBTB18,0.96183
IVNS1ABP,0.97128
TUBB4B,0.96564
EMP1,0.97124
FADS1,0.48569
NMNAT2,0.88165
ZFP36L1,0.97112
PTK7,0.9567
ASXL3,0.97109
PAFAH1B2,0.97108
PPP1R13B,0.97108
RPSA,0.97106
ITCH,0.97105
GNAO1,0.90233
HGF,0.97098
HSPD1,0.97096
LNPEP,0.97091
C20orf112,0.85531
LRFN1,0.59905
KIAA1239,0.97087
PSMD3,0.87447
ZFP91,0.9708
LRRC16B,0.38646
EIF1,0.97073
SS18,0.97055
CRIM1,0.97054
PMEPA1,0.97052
NRAS,0.86693
ERP44,0.97045
RNF111,0.9704
HK1,0.94476
MEGF9,0.97038
ZNFX1,0.97038
PTPN14,0.97038
GPR125,0.97038
MLEC,0.84837
SNW1,0.94446
ZNF618,0.97032
POLR1B,0.87043
ARHGAP26,0.97025
RAB5C,0.78309
SLC39A10,0.97021
STRN3,0.97018
ESR1,0.97016
ADAMTS1,0.9701
CACUL1,0.97008
ATXN7L2,0.65366
EDNRA,0.97001
PAPPA,0.97
TGFBR1,0.96409
HOOK3,0.96998
FOXP4,0.96995
MEX3A,0.85159
NRIP1,0.9699
PACS2,0.9699
CDK8,0.86284
RAB2A,0.96975
MARK1,0.96971
SPEG,0.96971
DNM1L,0.91119
ARHGAP29,0.96969
BZRAP1,0.80519
TMEM88,0.20684
DLC1,0.96965
INPP4A,0.89157
RAVER1,0.741
SUV420H2,0.43387
C7orf43,0.26215
FBXO32,0.96957
TET3,0.9695
AMMECR1L,0.89475
STIM1,0.96947
NPAS2,0.96946
ARAP1,0.57318
CRTC2,0.80089
MAPK8IP1,0.96943
PSMC5,0.92965
SRF,0.85478
DDX19A,0.74474
ZIC1,0.92795
LARGE,0.96919
CYTH1,0.96915
GRHL3,0.84836
FRS2,0.96913
RPS2,0.96908
C3,0.96908
LATS2,0.96907
FCHO2,0.96906
PPFIA1,0.96906
STAM,0.96905
ASF1A,0.96904
GABPA,0.96904
HNRNPC,0.82282
ARF5,0.80729
SERBP1,0.969
UBE2R2,0.93316
CYTH2,0.45381
SENP5,0.96896
PPARD,0.96882
FBXO41,0.80209
DUSP6,0.96879
SRSF2,0.96879
ITPKB,0.96871
ARNT,0.88951
KHDRBS1,0.96857
IREB2,0.96853
CD68,0.27858
FAM193A,0.96851
TXNIP,0.9685
RAB10,0.9431
RUVBL1,0.95955
STOML2,0.31904
TRAF6,0.96838
POU2F2,0.91056
C19orf68,0.57788
ALCAM,0.96829
ADD1,0.96829
CTPS1,0.87759
ATP5B,0.89243
SEC24C,0.96818
ELMO1,0.96459
HDAC1,0.85447
IRS2,0.96807
RGL1,0.96807
LSM12,0.75476
WNT3,0.79451
USP3,0.96804
TCF12,0.96803
RPLP0,0.96802
KCND3,0.88062
RPS9,0.968
ATP1B1,0.96279
MAN1A2,0.96798
TARBP2,0.37481
PPFIA2,0.96794
RPL4,0.96793
NBEAL2,0.74334
EPHB3,0.96789
PRELID1,0.53381
AMD1,0.96786
NELFB,0.46992
ATP5A1,0.9385
SNRK,0.96773
N4BP1,0.96767
KDM6B,0.86857
PRKCD,0.84309
PPP1CC,0.9676
PKN2,0.96759
IRF4,0.96752
SEZ6,0.3433
STAT6,0.92909
B4GALT5,0.96743
KLC1,0.84802
CDC25B,0.72602
RALA,0.96737
RNF144A,0.96734
PIK3C2B,0.96726
ZC3H4,0.96726
RIF1,0.96722
VIM,0.96718
POLDIP2,0.59293
NCLN,0.80671
MGEA5,0.96702
NOS3,0.44317
SLC4A10,0.73237
SMURF2,0.96694
PRIM1,0.36849
RPS15A,0.93388
DEDD,0.68754
CDC27,0.96679
STIP1,0.80378
LCK,0.87853
FAM135B,0.96672
NRG1,0.96668
TBKBP1,0.77401
CYP46A1,0.88926
MAP3K13,0.96665
CUX2,0.96663
GON4L,0.96661
SMAD4,0.96657
SETD1A,0.94104
SKIV2L2,0.95394
MAML1,0.96656
TSHZ1,0.96653
ARPC2,0.85767
RASSF8,0.96649
ZDHHC5,0.96649
LLGL1,0.47544
SCAMP5,0.6677
TM7SF2,0.1541
NR3C2,0.96636
EVL,0.96635
SOBP,0.96634
HDGFRP2,0.79045
SESTD1,0.96627
SIDT2,0.56768
OXR1,0.96604
STRAP,0.96601
GMPS,0.966
NCOA3,0.96598
NELFCD,0.78545
REV1,0.96596
RPL10A,0.96595
AGAP1,0.96593
BRINP2,0.96592
PINLYP,0.21334
PPP2R2C,0.914
KCNA4,0.96583
PCIF1,0.81566
MBD1,0.95678
COG3,0.96575
KDM3A,0.96573
NCL,0.96571
DCAF11,0.2627
RAPGEF4,0.96565
AGO4,0.96564
KIF11,0.96552
PIP5K1C,0.85883
KPNA3,0.95418
MAP3K8,0.96548
GABRA1,0.92083
SCD,0.96542
FBXL3,0.96542
KIRREL,0.96541
ATXN7,0.96533
CBLL1,0.96532
PLXNB1,0.71576
ELAVL2,0.96525
ZBTB17,0.90197
TSPAN5,0.87297
NIPSNAP1,0.65904
LCORL,0.96514
DPYSL5,0.89926
BBX,0.96508
PLK1,0.88525
PTK2B,0.96119
CBX1,0.87241
EGFR,0.96493
SNAP91,0.9649
NUMA1,0.96489
UBXN7,0.96487
WDR82,0.76347
UBE2H,0.95846
DYNC1LI1,0.96485
RPL13A,0.96484
KLHL29,0.96478
PPRC1,0.96474
ADCY1,0.95985
MPP6,0.9128
RYK,0.96466
NRBP2,0.24398
ANP32E,0.83396
SFMBT1,0.88569
KIF21A,0.73405
AHCYL2,0.96459
STUB1,0.29918
TESK1,0.78979
ACTR3,0.96418
ARRB2,0.61123
GLS2,0.29019
KIF21B,0.66626
HSPA12A,0.96445
CBX8,0.96443
LRP2,0.96443
TARDBP,0.95879
H2AFY2,0.9155
PRKAR2B,0.96436
RASGEF1A,0.62019
MOV10,0.9308
HSP90AB1,0.9642
LIN54,0.96416
ADIPOR2,0.96414
CALR,0.96412
ZNRF3,0.96401
ARF3,0.62404
KIF3C,0.96394
DAB1,0.96391
SOX13,0.96389
IRF2BP2,0.96388
DNM3,0.6341
CLIP1,0.96379
FN1,0.96376
CLSTN3,0.70195
RAB6A,0.92174
SLC20A2,0.96373
TBX2,0.9637
ASUN,0.96369
LGI1,0.96225
PLK2,0.96368
DENND1A,0.96361
INTS10,0.96358
DHX38,0.4411
CABP1,0.71791
CADM1,0.96351
PTPRC,0.9635
NOTCH3,0.96348
SRSF4,0.96347
DHX29,0.75603
DCHS1,0.96346
DSCAM,0.96345
ZFAND5,0.96333
KIAA0319L,0.86962
FIGN,0.96326
CHORDC1,0.96317
NUS1,0.96314
NOS1,0.96309
PTOV1,0.37507
DGCR8,0.92819
WDR24,0.39443
ADCY2,0.96306
MAMSTR,0.1816
AXIN2,0.96296
TCF20,0.96283
GLS,0.96282
FSTL1,0.96278
SKP2,0.96275
NAPA,0.51028
GIGYF2,0.96267
PRKAG2,0.96263
RAF1,0.96263
HMGN2,0.96262
SLITRK1,0.96261
PLXNA2,0.9626
MARK4,0.87872
RPL24,0.96254
RRP9,0.48391
SMG5,0.58783
FPGS,0.40879
CDK12,0.96246
FNBP1L,0.96025
IWS1,0.96244
VCPIP1,0.96242
COPS3,0.95552
DCC,0.9623
CCAR2,0.89513
DLGAP1,0.96226
PCDH7,0.96226
WIZ,0.89628
PAPOLG,0.96217
DNAJA2,0.96215
NRXN3,0.96214
YBX1,0.96213
CACNB3,0.324
ADNP2,0.96207
EIF4A3,0.93158
CASKIN2,0.96205
BRINP1,0.96205
KCNC3,0.24039
NTN1,0.96193
DCUN1D3,0.96192
DNAJC14,0.9619
SART3,0.9619
SNRPA1,0.9619
ATG16L1,0.84832
PLRG1,0.95552
DMAP1,0.33571
ACVR2B,0.79149
CDKN2AIP,0.96174
TCP1,0.96161
CNTN2,0.73663
UGCG,0.96026
PSMA6,0.94277
DDHD1,0.96154
PTPN2,0.96153
SENP2,0.96152
MTPAP,0.96147
ASTN2,0.96147
MLST8,0.2909
PHB2,0.57488
PCSK2,0.96138
JAK2,0.96137
MSI1,0.96135
ARPC1A,0.82251
TRAF2,0.79023
ROR1,0.96128
KIF2A,0.96127
MICAL3,0.96125
RPS5,0.83773
PTP4A2,0.83818
APLP1,0.36119
PSMB1,0.96115
FNDC3A,0.96114
SETX,0.96113
APBB1,0.96113
DLK2,0.49402
NPTN,0.96111
FZD5,0.96111
TAOK2,0.88831
EIF2B4,0.85045
ELAVL4,0.95686
RP11-762I7.5,0.90773
UBE4A,0.5967
SYK,0.96085
ATP8B2,0.45287
SREK1,0.96066
CDC16,0.96062
JAKMIP1,0.9606
XYLT1,0.96057
DCTN1,0.51218
PI4KA,0.73504
RPS13,0.96049
RAB1B,0.59524
SWT1,0.96044
ADAMTS2,0.96044
SMARCD2,0.50445
PAX6,0.78186
TRAM1,0.96033
WASF2,0.96024
KIF26B,0.96024
FAT3,0.96024
STX1A,0.82148
ROBO2,0.96022
AGTPBP1,0.96014
MRGBP,0.60273
AKAP13,0.96008
HNRNPH3,0.9332
SPOCK2,0.57094
RFC1,0.96
CCSER2,0.95999
RCE1,0.21087
ALYREF,0.80045
RPS25,0.95993
ASB7,0.95993
ZNF710,0.95373
TRPC1,0.7952
MAK16,0.9599
LIMK1,0.86546
HELZ2,0.47192
POGK,0.87624
HECW1,0.95977
GABRB2,0.89208
PPP2R5E,0.95969
FAM219A,0.47811
FAM98A,0.95964
SPARC,0.9596
BICD2,0.95948
CDK9,0.53185
TECR,0.74104
STK11,0.83044
ATP8A1,0.95927
RNF165,0.85478
VDAC3,0.95925
APP,0.95913
VSIG10L,0.25975
PLXNA1,0.95911
ADAMTS4,0.34069
DYNLL2,0.75457
TRIB1,0.95901
ELAVL3,0.50366
H2AFY,0.82896
MTF1,0.95891
GYS1,0.47169
TSC22D2,0.95886
VDAC2,0.95876
CLSTN1,0.95875
NBR1,0.53366
POU2F1,0.95873
OTUB1,0.55543
KAZN,0.72102
CSNK1D,0.89391
SENP1,0.83415
RAB30,0.95853
PAIP1,0.95852
RBX1,0.90111
KLF3,0.92136
GRID2,0.95849
FLOT2,0.37153
CCNE1,0.95848
SOX15,0.20245
COL27A1,0.95841
UBE2B,0.61846
SESN3,0.93239
FBLN5,0.95824
SFN,0.57157
TUBA4A,0.38643
PSMD14,0.95644
GIT2,0.95802
ELOVL6,0.88351
KSR2,0.95797
KIAA0430,0.95795
DLL4,0.95794
TFAP2B,0.9579
ATF2,0.95788
DMTF1,0.95788
FLNC,0.95784
BCR,0.95771
EHD1,0.62558
RPL30,0.95768
GDI2,0.95767
LRRC41,0.92127
ZC3H15,0.95761
SNED1,0.8909
CDK2AP2,0.31588
MAP3K6,0.27135
NFE2L1,0.9575
FAM155A,0.95749
CNN3,0.95743
ATRNL1,0.95743
NDST1,0.95735
BMP1,0.55246
LRRC4C,0.95731
NASP,0.95726
RNF123,0.44412
ST7,0.95495
IKBKE,0.51658
CRK,0.95711
TFAP4,0.92933
ARRB1,0.95701
KCNQ2,0.83717
PITPNM3,0.88588
SYT1,0.85628
DNAJC6,0.95688
SGTA,0.8411
GATSL3,0.24047
WDR20,0.95672
MGAT5,0.95672
SCAMP1,0.92296
FLT4,0.95668
NDRG2,0.45456
EHBP1,0.9566
LMTK2,0.95658
FBXW2,0.95644
DNAJB11,0.69706
ANGPT1,0.95635
TWF2,0.61475
SSH2,0.95619
PAK2,0.95611
LEF1,0.95605
C17orf85,0.95603
EBF2,0.95601
ING4,0.54511
H3F3A,0.66771
ASIC1,0.91735
MDGA2,0.95597
SHMT2,0.20817
TIMP2,0.95596
CBFA2T2,0.95595
PHF14,0.95588
PPP2CB,0.88371
RBM4,0.95583
CFH,0.95577
PPTC7,0.94911
HMGA1,0.84192
DUSP4,0.9557
AAK1,0.9557
ACVR2A,0.9557
FRMD5,0.95568
CORO1B,0.23936
TXLNA,0.78491
BMPR1A,0.95561
CYFIP1,0.9556
RYR3,0.95557
C19orf43,0.68806
KLF4,0.95554
LIN52,0.81897
PITPNB,0.95546
TAF6,0.36296
CPEB1,0.95542
PSMC1,0.90248
DHX36,0.95537
STAU2,0.95534
CASKIN1,0.9213
DCUN1D5,0.95519
HGS,0.55837
IRF2,0.95516
MAP4K5,0.9551
TMEM132B,0.95497
DHCR24,0.56571
PROSER1,0.95491
EHMT1,0.95488
HOMER1,0.8221
KLHDC8B,0.18412
DNAJB5,0.43104
RIN1,0.17903
RNF38,0.95471
CCND1,0.9547
DBP,0.26605
PHLDB1,0.76214
TMEM55B,0.67548
KIF1C,0.94147
DCLK2,0.95443
LMBRD2,0.79715
IGSF8,0.16239
MAPK6,0.9543
PRDM11,0.95429
IGF2BP1,0.93132
ADRM1,0.9272
METAP2,0.81196
ACVR1,0.9542
PDE8B,0.95416
RPS3,0.95414
SPTY2D1,0.95413
AKAP1,0.95412
TRADD,0.21734
PPP2R2B,0.9541
CECR2,0.95404
PRPF39,0.95403
CNP,0.6758
KIF5C,0.95394
FAM189B,0.26546
MTCH1,0.84328
SLC25A25,0.37527
NR6A1,0.95375
CREB3L1,0.9537
DNAJB6,0.95367
PRMT8,0.7797
BNC2,0.95357
FKBP2,0.19342
MCOLN1,0.38148
RORB,0.9535
GNAI1,0.95347
OSBPL9,0.95347
DCUN1D1,0.95346
STAU1,0.95346
EIF4E,0.95341
GGT7,0.90639
NAA30,0.95337
GGA1,0.92019
OSBPL8,0.84208
ODF2,0.52667
CRTC1,0.6409
SMEK2,0.9531
YIPF5,0.9531
SYNPO,0.95297
GRM7,0.95297
ASH2L,0.95297
GMPPA,0.2753
TBR1,0.95285
SIAH1,0.91241
TOX4,0.88494
PRR7,0.65977
RPS27A,0.95254
SFRP1,0.9525
PSMD6,0.95247
USP10,0.95241
SS18L1,0.91085
C6orf106,0.90946
CSTF1,0.93636
C2orf81,0.27485
WWC1,0.95221
FAF2,0.94368
FAM169A,0.93656
CAPZA1,0.95204
SLITRK5,0.9519
PHYHIP,0.85045
CCDC6,0.95175
VDAC1,0.95165
ZNF777,0.95147
RNGTT,0.83897
ZZEF1,0.95142
PXDN,0.9514
IGSF9B,0.9514
MADD,0.68212
C6orf62,0.95136
WDR43,0.95136
BIN1,0.65684
RRAGC,0.8951
HAS3,0.77131
TP73,0.95116
KCTD10,0.70309
ANKS1A,0.95115
KIF5A,0.85879
FGF17,0.81397
PTBP3,0.9511
MEPCE,0.90637
LPCAT4,0.70726
P4HA1,0.95109
BCL2L2-PABPN1,0.39968
SLC12A4,0.47157
MAML3,0.95094
GAS7,0.95092
TTBK2,0.95077
UBA52,0.45359
FBXO28,0.95073
ENG,0.8817
MAEA,0.58319
TYRO3,0.4734
ZNF385A,0.52114
TMEM203,0.33452
AL590560.1,0.1369
PES1,0.80496
TRAF3,0.9505
SUV39H2,0.90861
FBXL14,0.95041
ERN1,0.95034
CNOT10,0.95029
ZNF362,0.93668
EPB41L3,0.95025
RPL27A,0.95025
SUV420H1,0.93984
STK38L,0.95011
DCAF10,0.91024
MAP2K2,0.89506
SEPT9,0.95002
PDE6D,0.46917
LSM14B,0.78616
ECE1,0.94985
RBMS1,0.94984
SUGP1,0.85299
IGF2BP2,0.89881
ANP32B,0.94982
PBX3,0.92657
KCNQ3,0.94975
TADA2B,0.79259
RTN4,0.94942
EPAS1,0.94934
MCMBP,0.94932
BACH1,0.94928
DYNLL1,0.65286
RAB7A,0.94917
GABRG2,0.94915
LASP1,0.79381
ZBTB20,0.9491
LRFN3,0.63218
RPL29,0.94904
GRB10,0.94901
BUB3,0.94897
PAK7,0.94894
PCBP4,0.57462
PTMS,0.25811
MAPK10,0.81466
PPP2R5C,0.94857
RNF214,0.94864
C14orf1,0.5353
GRK5,0.94858
ARCN1,0.93484
ATG5,0.94848
TMED2,0.94839
NR4A3,0.9483
RAB26,0.1831
NPAS1,0.70342
RHOT1,0.89552
SLC41A2,0.94815
RP11-159G9.5,0.93458
TIA1,0.80397
ENY2,0.85214
OXSR1,0.94799
ATR,0.90955
DDX41,0.44553
UTP15,0.89163
MAGOH,0.66356
BACE1,0.91028
UBE2E1,0.94774
SLC22A17,0.38467
EPHA2,0.77858
RHOV,0.62579
NOL4,0.94758
RPS12,0.94758
FADS2,0.78151
SIM1,0.94755
TIMP3,0.94754
PPAT,0.94746
CREB1,0.93113
TFR2,0.14527
USP22,0.89837
PELI3,0.20141
POLE,0.5697
RAD23A,0.52
MEF2C,0.94711
FAM60A,0.94708
HDGF,0.24711
BNC1,0.94702
METTL3,0.41011
ANKS1B,0.94685
ALKBH6,0.22055
GMDS,0.94674
GLUL,0.94669
NPLOC4,0.94534
EYA3,0.94665
HYOU1,0.90953
SSBP2,0.94656
GATAD2A,0.93239
CLINT1,0.94649
PPIG,0.94647
DNAJC11,0.94646
DCN,0.9464
PER1,0.4829
KNDC1,0.60389
UNC5D,0.94625
CADM2,0.94625
KCNT1,0.47007
BTG3,0.94622
PTPRU,0.91516
PRKG1,0.9462
NRP2,0.94617
MAX,0.73637
CHP1,0.75249
CLCN7,0.59851
FOXK1,0.94604
RANBP10,0.74724
BMPR1B,0.94593
MMS19,0.75718
SF3B14,0.59946
SQLE,0.94582
SIPA1L3,0.94582
CTDSPL2,0.94574
C18orf25,0.94572
SNX9,0.94566
DPP8,0.94561
DOCK1,0.94556
DTX1,0.68028
TRIP13,0.94545
RBM6,0.94544
CIRBP,0.36121
HCN3,0.33004
HIAT1,0.922
BTF3,0.94513
MIB2,0.2579
ZCCHC8,0.94493
GRID1,0.9449
TARS2,0.36053
SIK1,0.94484
RP11-770J1.4,0.06991
PSEN1,0.9447
SOCS6,0.94467
FARSA,0.33827
PCGF3,0.90905
SSBP4,0.32008
